ID,Candidate State,Age Range,Sex,Protected category,Study area,Study Title,Years Experience,Sector,Year of insertion,Year of Recruitment,Assumption Headquarters,Job Family Hiring,Job Title Hiring,Years Experience.1,Minimum Ral,Ral Maximum,Study Level,Study Area.1,Akkodis headquarters,Current Ral,Expected Ral,City,Province,Region
42919,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
42924,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,BITONTO,Bari,Puglia
42927,Imported,31 - 35 years,Male,,computer engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
42930,Imported,20 - 25 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,ANDRANO,Lecce,Puglia
42947,In selection,26 - 30 years,Male,,Other,High school graduation,[3-5],Others,2021,,,,,,,,,,,24-26 K,,ROME,Rome,Lazio
42954,In selection,< 20 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0-1],Automotive,2021,,,,,,,,,,,24-26 K,,ROME,Rome,Lazio
42958,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,CUSTONACI,Trapani,Sicily
42973,Imported,31 - 35 years,Male,,Information Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MILAZZO,Messina,Sicily
42974,First contact,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[0],Automotive,2023,,,,,,,,,,,,Not available,VENICE,Venice,Veneto
42977,Imported,31 - 35 years,Female,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,ALBANESE SPEZZANO,Cosenza,Calabria
43038,First contact,< 20 years,Female,,chemical engineering,Five-year degree,[3-5],Services and Information Systems,2022,,,,,,,,,,,,,SARONNO,Varese,Lombardy
43063,First contact,31 - 35 years,Male,,Mechanical engineering,Five-year degree,[3-5],Automotive,2018,,,,,,,,,,,Not available,Not available,ARADEO,Lecce,Puglia
43071,Imported,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TARANTO,Taranto,Puglia
43081,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,VALDAGNO,Vicenza,Veneto
43085,Imported,20 - 25 years,Female,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
43086,Imported,26 - 30 years,Female,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
43087,First contact,26 - 30 years,Female,,Other humanities subjects,master's degree,[0-1],Others,2021,,,,,,,,,,,,,BARI,Bari,Puglia
43099,Imported,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TARANTO,Taranto,Puglia
43104,Imported,26 - 30 years,Female,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,MILAN,Milan,Lombardy
43110,In selection,> 45 years,Male,,Mechanical engineering,Professional qualification,[+10],Oil and Gas,2021,,,,,,,,,,,,,MILAN,Milan,Lombardy
43113,First contact,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[1-3],Automotive,2021,,,,,,,,,,,Not available,Not available,BITONTO,Bari,Puglia
43120,QM,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[1-3],,2018,,,,,,,,,,,,,ANDRIA,Barletta-Andria-Trani,Puglia
43125,First contact,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0-1],,2021,,,,,,,,,,,,,YIELD,Cosenza,Calabria
43132,Imported,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,ISPICA,Ragusa,Sicily
43137,First contact,31 - 35 years,Male,,Telecommunications Engineering,Five-year degree,[0],Automotive,2022,,,,,,,,,,,,,PARMA,Parma,Emilia Romagna
43144,Imported,20 - 25 years,Male,,Electrical Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MARTINA FRANCA,Taranto,Puglia
43145,Imported,26 - 30 years,Male,,Information Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
43167,First contact,31 - 35 years,Male,,Mechanical engineering,Five-year degree,[1-3],Automotive,2022,,,,,,,,,,,26-28 K,28-30 K,TURIN,Turin,Piedmont
43195,In selection,31 - 35 years,Male,,Electrical Engineering,Five-year degree,[0-1],Energy,2021,,,,,,,,,,,20-22 K,,BARDI,Parma,Emilia Romagna
43198,First contact,> 45 years,Male,,Other,Five-year degree,[+10],Others,2021,,,,,,,,,,,,,SAN PIETRO BESTAZZO,Milan,Lombardy
43200,In selection,< 20 years,Male,,Civil/Civil and Environmental Engineering,Five-year degree,[1-3],Railway,2022,,,,,,,,,,,,,ROME,Rome,Lazio
43212,Imported,20 - 25 years,Male,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
43220,First contact,> 45 years,Male,,Other,High school graduation,[+10],Energy,2022,,,,,,,,,,,,,TARANTO,Taranto,Puglia
43228,Imported,26 - 30 years,Male,,Information Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
43238,Imported,26 - 30 years,Male,,Information Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,MACERATA,Macerata,Marche
43240,In selection,36 - 40 years,Female,,chemical engineering,Five-year degree,[+10],Oil and Gas,2023,,,,,,,,,,,Not available,34-36 K,TERAMO,Teramo,Abruzzo
43241,First contact,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,BANKS,Turin,Piedmont
43246,Imported,26 - 30 years,Male,,electronic Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,NICKEL,Turin,Piedmont
43251,Imported,26 - 30 years,Male,,Electrical Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MOLFETTA,Bari,Puglia
43254,Hired,26 - 30 years,Female,,Economic - Statistics,Three-year degree,[1-3],Others,2019,2019,Turin,Support,Support,[0],,,Three-year degree,Economic - Statistics,Turin,,,PIANEZZA,Turin,Piedmont
43258,Imported,26 - 30 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
43259,Imported,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
43266,In selection,26 - 30 years,Female,,Other humanities subjects,master's degree,[0-1],Others,2021,,,,,,,,,,,,,ROME,Rome,Lazio
43271,First contact,< 20 years,Male,,Mechanical engineering,Three-year degree,[7-10],Others,2022,,,,,,,,,,,,,ARCO,Trento,Trentino Alto Adige
43273,Imported,20 - 25 years,Female,,Mechanical engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,BARI,Bari,Puglia
43278,In selection,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
43283,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,MILAN,Milan,Lombardy
43293,First contact,36 - 40 years,Female,,computer engineering,Doctorate,[3-5],Others,2021,,,,,,,,,,,,,ROME,Rome,Lazio
43299,Hired,31 - 35 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0-1],Automotive,2019,2020,Pisa,Engineering,Junior Consultant,[0-1],22-24K,22-24K,Five-year degree,Informatics,Pisa,,,MODENA,Modena,Emilia Romagna
43302,Imported,20 - 25 years,Female,,Management Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
43304,First contact,26 - 30 years,Male,,computer engineering,Five-year degree,[0],Others,2023,,,,,,,,,,,,,GIMIGLIANO,Catanzaro,Calabria
43308,Imported,26 - 30 years,Female,,computer engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
43311,First contact,< 20 years,Female,,Aeronautical/Aerospace/Astronautics Engineering,master's degree,[0],Others,2023,,,,,,,,,,,,,NAPLES,Naples,Campania
43313,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2023,,,,,,,,,,,,,TROFARELLO,Turin,Piedmont
43314,First contact,26 - 30 years,Female,,computer engineering,Five-year degree,[1-3],Others,2022,,,,,,,,,,,,,MONTEMURRO,Power,Basilicata
43315,Imported,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
43334,First contact,36 - 40 years,Male,,Scientific maturity,High school graduation,[+10],Others,2022,,,,,,,,,,,,,CATANZARO,Catanzaro,Calabria
43337,First contact,36 - 40 years,Female,,Petroleum Engineering,master's degree,[+10],Energy,2022,,,,,,,,,,,30-32 K,30-32 K,TARANTO,Taranto,Puglia
43354,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2023,,,,,,,,,,,,,VILLANOVA SOLARO,Cuneo,Piedmont
43356,First contact,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],Others,2023,,,,,,,,,,,,,MADDALONI,Caserta,Campania
43391,Imported,20 - 25 years,Male,,Information Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CERRINA,Alessandria,Piedmont
43393,Imported,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
43398,Imported,26 - 30 years,Female,,Energy and Nuclear Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,VENAFRO,Isernia,Molise
43429,In selection,> 45 years,Male,,Surveyor,High school graduation,[+10],Oil and Gas,2021,,,,,,,,,,,,,ANCONA,Ancona,Marche
43433,Imported,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
43437,Imported,20 - 25 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,SALENTINA FIELDS,Lecce,Puglia
43448,In selection,20 - 25 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[1-3],,2021,,,,,,,,,,,,,ANDRIA,Barletta-Andria-Trani,Puglia
43454,In selection,40 - 45 years,Male,,industrial engineering,Five-year degree,[3-5],Aeronautics,2022,,,,,,,,,,,,,TRADATE,Varese,Lombardy
43459,Imported,20 - 25 years,Male,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MONCALIERI,Turin,Piedmont
43464,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2023,,,,,,,,,,,,,MACERATA,Macerata,Marche
43474,Imported,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
43475,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,MODENA,Modena,Emilia Romagna
43476,Imported,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,ADELFIA,Bari,Puglia
43477,Imported,26 - 30 years,Male,,Materials Science and Engineering,Five-year degree,[0],,2023,,,,,,,,,,,,,GRUGLIASCO,Turin,Piedmont
43490,Imported,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0-1],,2021,,,,,,,,,,,,,BARI,Bari,Puglia
43497,Imported,20 - 25 years,Male,,Energy and Nuclear Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
43498,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,PALERMO,Palermo,Sicily
43504,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
43508,In selection,31 - 35 years,Male,,Other,Five-year degree,[5-7],Others,2018,,,,,,,,,,,,,ROME,Rome,Lazio
43510,First contact,26 - 30 years,Male,,Informatics,Five-year degree,[0],Others,2022,,,,,,,,,,,Not available,Not available,CESANO MADERNO,Monza-Brianza,Lombardy
43520,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,ALBA,Cuneo,Piedmont
43526,Imported,26 - 30 years,Female,,Electrical Engineering,Five-year degree,[0-1],,2021,,,,,,,,,,,,,TRANI,Barletta-Andria-Trani,Puglia
43530,First contact,< 20 years,Male,,Information Engineering,Five-year degree,[0-1],Aeronautics,2023,,,,,,,,,,,,,ANGRI,Salerno,Campania
43544,Imported,31 - 35 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
43554,First contact,31 - 35 years,Male,,Informatics,Three-year degree,[7-10],Others,2022,,,,,,,,,,,,,VARESE,Varese,Lombardy
43572,Imported,> 45 years,Male,,electronic Engineering,Three-year degree,[0],,2023,,,,,,,,,,,,,TURIN,Turin,Piedmont
43579,Imported,26 - 30 years,Female,,Management Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
43586,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,COSTIGLIOLE SALUZZO,Cuneo,Piedmont
43587,In selection,26 - 30 years,Male,,electronic Engineering,Five-year degree,[1-3],Others,2021,,,,,,,,,,,,,AUGUST,Rome,Lazio
43600,Imported,20 - 25 years,Male,,Information Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,SASSARI,Sassari,Sardinia
43601,Imported,31 - 35 years,Male,,,Doctorate,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
43614,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,NOCIGLIA,Lecce,Puglia
43615,First contact,26 - 30 years,Female,,electronic Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
43617,QM,31 - 35 years,Male,,Other,Five-year degree,[1-3],Others,2023,,,,,,,,,,,- 20 K,20-22 K,ORIA,Brindisi,Puglia
43627,Imported,40 - 45 years,Male,,computer engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,DUBINO,Sondrio,Lombardy
43642,Imported,20 - 25 years,Male,,Information Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,BRUINO,Turin,Piedmont
43653,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,BARI,Bari,Puglia
43656,First contact,< 20 years,Female,,Chemist - Pharmaceutical,master's degree,[1-3],Life sciences,2021,,,,,,,,,,,,,BOLOGNA,Bologna,Emilia Romagna
43661,In selection,26 - 30 years,Male,,Other scientific subjects,Three-year degree,[3-5],Others,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
43671,Hired,31 - 35 years,Male,,electronic Engineering,Five-year degree,[3-5],Aeronautics,2020,2020,Milan,Engineering,Consultant,,,,,,,,,FRANCE,(STATE),(OVERSEAS)
43673,Imported,26 - 30 years,Female,,Automation/Mechatronics Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,GENOA,Genoa,Liguria
43699,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,RIVOLI,Turin,Piedmont
43700,First contact,< 20 years,Male,,Mechanical engineering,Five-year degree,[0],Others,2021,,,,,,,,,,,,,SCROLL,Lecce,Puglia
43703,Imported,20 - 25 years,Male,,Other,Three-year degree,[0],,2021,,,,,,,,,,,,,CATANIA,Catania,Sicily
43705,In selection,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[1-3],Aeronautics,2020,,,,,,,,,,,Not available,Not available,CIRIE',Turin,Piedmont
43715,Imported,31 - 35 years,Female,,Energy and Nuclear Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
43718,First contact,26 - 30 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,LICATA,Agrigento,Sicily
43745,In selection,20 - 25 years,Male,,Mechanical engineering,Five-year degree,[0],Others,2022,,,,,,,,,,,,Not available,FERRANDINA,Matera,Basilicata
43757,Imported,31 - 35 years,Male,,electronic Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
43765,Imported,20 - 25 years,Female,,Information Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,SINK,Potenza,Basilicata
43770,First contact,26 - 30 years,Female,,Other scientific subjects,Five-year degree,[0],Others,2022,,,,,,,,,,,,,LICCIANA NARDI,Massa-Carrara,Tuscany
43771,First contact,36 - 40 years,Male,,Mechanical engineering,Five-year degree,[7-10],Energy,2022,,,,,,,,,,,,,SPAIN,(COUNTRY),(OVERSEAS)
43778,First contact,31 - 35 years,Male,,computer engineering,Five-year degree,[3-5],Others,2021,,,,,,,,,,,,,MILAN,Milan,Lombardy
43783,Imported,20 - 25 years,Male,,Information Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,MEZZENILE,Turin,Piedmont
43789,Imported,31 - 35 years,Male,,Energy and Nuclear Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,PERUGIA,Perugia,Umbria
43796,Imported,26 - 30 years,Female,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,VIGLIANO D'ASTI,Asti,Piedmont
43802,Economic proposal,31 - 35 years,Female,,Linguistics,High school graduation,[0-1],Oil and Gas,2022,,,,,,,,,,,20-22 K,24-26 K,GRASSANO,Matera,Basilicata
43805,In selection,26 - 30 years,Female,Article 1,Other humanities subjects,master's degree,[3-5],Others,2022,,,,,,,,,,,,,ROME,Rome,Lazio
43810,Imported,20 - 25 years,Female,,Biomedical Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MOLFETTA,Bari,Puglia
43823,Imported,20 - 25 years,Male,,Communication Sciences,Three-year degree,[0],,2021,,,,,,,,,,,,,ALBANO LAZIALE,Rome,Lazio
43824,First contact,20 - 25 years,Male,,Information Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
43825,In selection,< 20 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],Others,2023,,,,,,,,,,,Not available,Not available,PADUA,Padua,Veneto
43832,First contact,> 45 years,Male,,Other,High school graduation,[+10],Oil and Gas,2021,,,,,,,,,,,,,ALLUMIERE,Rome,Lazio
43836,In selection,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,CARPIGNANO SALENTINO,Lecce,Puglia
43848,Imported,26 - 30 years,Female,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,VICTORY,Ragusa,Sicily
43855,First contact,< 20 years,Male,,Informatics,Three-year degree,[5-7],Consulting,2022,,,,,,,,,,,,,MILAN,Milan,Lombardy
43859,Imported,20 - 25 years,Female,,Energy and Nuclear Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,IRSINA,Matera,Basilicata
43876,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,PALERMO,Palermo,Sicily
43878,Imported,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
43888,QM,> 45 years,Male,,Mechanical engineering,Five-year degree,[+10],Oil and Gas,2022,,,,,,,,,,,+ 50 K,+ 50 K,RAPALLO,Genoa,Liguria
43898,First contact,< 20 years,Male,,Mechanical engineering,Five-year degree,[+10],Others,2022,,,,,,,,,,,,,MILAN,Milan,Lombardy
43904,Imported,20 - 25 years,Male,,Information Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,ENNA,Enna,Sicily
43913,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,CAPISTRELLO,L'Aquila,Abruzzo
43915,Imported,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,CAGLIARI,Cagliari,Sardinia
43916,Imported,31 - 35 years,Female,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,PADERNO FRANCIACORTA,Brescia,Lombardy
43919,In selection,31 - 35 years,Male,,Automation/Mechatronics Engineering,Three-year degree,[0-1],Services and Information Systems,2021,,,,,,,,,,,,,PECETTO TORINESE,Turin,Piedmont
43927,Imported,20 - 25 years,Male,,Automotive Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
43929,First contact,31 - 35 years,Male,,Telecommunications Engineering,Five-year degree,[5-7],Others,2021,,,,,,,,,,,,,ROMANIA,(STATE),(OVERSEAS)
43951,Imported,26 - 30 years,Female,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,AUGUSTA,Syracuse,Sicily
43957,Imported,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TERLIZZI,Bari,Puglia
43961,Imported,26 - 30 years,Female,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,VERCELLI,Vercelli,Piedmont
43971,Imported,20 - 25 years,Male,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,COGORNO,Genoa,Liguria
43989,Economic proposal,26 - 30 years,Male,,computer engineering,Five-year degree,[0],Services and Information Systems,2023,,,,,,,,,,,,28-30 K,TURIN,Turin,Piedmont
43995,Imported,31 - 35 years,Male,,Automation/Mechatronics Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,ANDRIA,Barletta-Andria-Trani,Puglia
44007,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,BARLETTA,Barletta-Andria-Trani,Puglia
44010,Imported,20 - 25 years,Male,,Automotive Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
44011,Imported,26 - 30 years,Female,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
44013,Economic proposal,> 45 years,Male,,Surveyor,High school graduation,[+10],Oil and Gas,2023,,,,,,,,,,,,,SESSANO DEL MOLISE,Isernia,Molise
44016,Imported,26 - 30 years,Female,,Information Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,VILLAREGGIA,Turin,Piedmont
44020,Imported,26 - 30 years,Male,,Energy and Nuclear Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
44024,In selection,< 20 years,Male,,Automation/Mechatronics Engineering,master's degree,[5-7],Others,2022,,,,,,,,,,,,,FERRARA,Ferrara,Emilia Romagna
44035,First contact,26 - 30 years,Male,,Other,Five-year degree,[0-1],Railway,2021,,,,,,,,,,,,,ROME,Rome,Lazio
44036,First contact,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,CRISPANO,Naples,Campania
44041,Imported,26 - 30 years,Male,,Other,Five-year degree,[0],,2022,,,,,,,,,,,,,GENOA,Genoa,Liguria
44045,First contact,26 - 30 years,Male,,Electrical Engineering,Three-year degree,[0],Others,2022,,,,,,,,,,,,,ROME,Rome,Lazio
44046,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2023,,,,,,,,,,,,,BRIDGE IN VALTELLINA,Sondrio,Lombardy
